doc_id,doc,target,arguments,resps,filtered_resps,doc_hash,prompt_hash,target_hash,exact_match
10,"{'premise': '졸업할 때까지 한 번도 결석을 하지 않았다.', 'question': '결과', 'alternative_1': '개근상을 받았다.', 'alternative_2': '체육 특기 상을 받았다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc878\\uc5c5\\ud560 \\ub54c\\uae4c\\uc9c0 \\ud55c \\ubc88\\ub3c4 \\uacb0\\uc11d\\uc744 \\ud558\\uc9c0 \\uc54a\\uc558\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\uac1c\\uadfc\\uc0c1\\uc744 \\ubc1b\\uc558\\ub2e4.\\n2.\\uccb4\\uc721 \\ud2b9\\uae30 \\uc0c1\\uc744 \\ubc1b\\uc558\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.개근상을 받았다.']],['1'],b4f42a3697c77f72fe8e63e2f09e8e16761506088dbc3e65b3190a093bb9cd45,e8cc47b2b298878b1d3b32cbd5890bb0270dee23af5462db383c94d03030c207,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
11,"{'premise': '남자는 회사에 소송을 걸었다.', 'question': '원인', 'alternative_1': '회사는 남자에게 부당한 대우를 하였다.', 'alternative_2': '남자는 회사에게 부당한 대우를 하였다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub0a8\\uc790\\ub294 \\ud68c\\uc0ac\\uc5d0 \\uc18c\\uc1a1\\uc744 \\uac78\\uc5c8\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ud68c\\uc0ac\\ub294 \\ub0a8\\uc790\\uc5d0\\uac8c \\ubd80\\ub2f9\\ud55c \\ub300\\uc6b0\\ub97c \\ud558\\uc600\\ub2e4.\\n2.\\ub0a8\\uc790\\ub294 \\ud68c\\uc0ac\\uc5d0\\uac8c \\ubd80\\ub2f9\\ud55c \\ub300\\uc6b0\\ub97c \\ud558\\uc600\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.회사는 남자에게 부당한 대우를 하였다.']],['1'],2985fb3ef921197ee36c62ed870d9437bdf20c8d05325c443d3132bcfa93a85c,956b3dd5f4825f1b3adb1de8cd62bddcf3f54d17a174572b7381cafcb8f3eeae,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
12,"{'premise': '노트북이 켜지지 않았다.', 'question': '원인', 'alternative_1': '배터리가 방전되었다.', 'alternative_2': '배터리가 충천되었다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub178\\ud2b8\\ubd81\\uc774 \\ucf1c\\uc9c0\\uc9c0 \\uc54a\\uc558\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ubc30\\ud130\\ub9ac\\uac00 \\ubc29\\uc804\\ub418\\uc5c8\\ub2e4.\\n2.\\ubc30\\ud130\\ub9ac\\uac00 \\ucda9\\ucc9c\\ub418\\uc5c8\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.배터리가 방전되었다.']],['1'],50cc45d735562836aa19d23b7f7692e1efcd158848bcc12f9ed03bf1535d952d,8fb0080c66321231dc347d12355e2499547480954b0507f85bf164c164a0fe50,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
13,"{'premise': '눈에 인공눈물을 넣는다.', 'question': '원인', 'alternative_1': '눈이 촉촉했다.', 'alternative_2': '눈이 건조했다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub208\\uc5d0 \\uc778\\uacf5\\ub208\\ubb3c\\uc744 \\ub123\\ub294\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ub208\\uc774 \\ucd09\\ucd09\\ud588\\ub2e4.\\n2.\\ub208\\uc774 \\uac74\\uc870\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.눈이 건조했다.']],['2'],ac42ec5bbadcd6b58f9e0e49241fa8daaa3012574dc40dfb7e07906052829fab,c81074f01a837f0eda94c16c5d6bc0b824866610ba24c61b10e197f186ca5a95,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
14,"{'premise': '팬 사인회에 갔는데, 아이돌이 내 얼굴을 기억한다.', 'question': '원인', 'alternative_1': '처음 팬 사인회에 갔다.', 'alternative_2': '팬 사인회에 자주 갔다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ud32c \\uc0ac\\uc778\\ud68c\\uc5d0 \\uac14\\ub294\\ub370, \\uc544\\uc774\\ub3cc\\uc774 \\ub0b4 \\uc5bc\\uad74\\uc744 \\uae30\\uc5b5\\ud55c\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ucc98\\uc74c \\ud32c \\uc0ac\\uc778\\ud68c\\uc5d0 \\uac14\\ub2e4.\\n2.\\ud32c \\uc0ac\\uc778\\ud68c\\uc5d0 \\uc790\\uc8fc \\uac14\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.팬 사인회에 자주 갔다.']],['2'],489f2ba1c6ef298139841ec9947a92974e62585e7692ace62d9ff2f26a699b14,099c933593311bf89c0d457ed3ed3488bd7d1364b546618e5e3a5e897d2619a9,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
15,"{'premise': '머리 끝 부분이 상했다.', 'question': '원인', 'alternative_1': '펌을 한 후 제대로 관리하지 않았다.', 'alternative_2': '매일 트리트먼트를 했다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uba38\\ub9ac \\ub05d \\ubd80\\ubd84\\uc774 \\uc0c1\\ud588\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ud38c\\uc744 \\ud55c \\ud6c4 \\uc81c\\ub300\\ub85c \\uad00\\ub9ac\\ud558\\uc9c0 \\uc54a\\uc558\\ub2e4.\\n2.\\ub9e4\\uc77c \\ud2b8\\ub9ac\\ud2b8\\uba3c\\ud2b8\\ub97c \\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.펌을 한 후 제대로 관리하지 않았다.']],['1'],85221960c116fc320cc3a09bef52c32a6230257a0e074f34866921d3fb796dfd,cd6b199586a9f811b4e7abe66c7d06109a252d2247a3dcf053ef4a06eb1d9107,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
16,"{'premise': '현관 번호키의 건전지가 다 닳아 작동하지 않는다.', 'question': '결과', 'alternative_1': '번호키를 눌러도 소리가 나지 않았다.', 'alternative_2': '번호키에 잘못된 번호를 입력하자 경고음이 울렸다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ud604\\uad00 \\ubc88\\ud638\\ud0a4\\uc758 \\uac74\\uc804\\uc9c0\\uac00 \\ub2e4 \\ub2f3\\uc544 \\uc791\\ub3d9\\ud558\\uc9c0 \\uc54a\\ub294\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ubc88\\ud638\\ud0a4\\ub97c \\ub20c\\ub7ec\\ub3c4 \\uc18c\\ub9ac\\uac00 \\ub098\\uc9c0 \\uc54a\\uc558\\ub2e4.\\n2.\\ubc88\\ud638\\ud0a4\\uc5d0 \\uc798\\ubabb\\ub41c \\ubc88\\ud638\\ub97c \\uc785\\ub825\\ud558\\uc790 \\uacbd\\uace0\\uc74c\\uc774 \\uc6b8\\ub838\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.번호키를 눌러도 소리가 나지 않았다.']],['1'],35ab985452fd8a061f9565ea96b691a17169be3cf8160639dbf26188039e8936,88c2f79ac32f49630724b58abfe3f403a75e4b2e99e81e629690db7c070eb513,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
17,"{'premise': '도어락 비밀번호를 잊어버렸다.', 'question': '결과', 'alternative_1': '도어락 비밀번호를 재설정했다.', 'alternative_2': '도어락 배터리를 교체했다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub3c4\\uc5b4\\ub77d \\ube44\\ubc00\\ubc88\\ud638\\ub97c \\uc78a\\uc5b4\\ubc84\\ub838\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ub3c4\\uc5b4\\ub77d \\ube44\\ubc00\\ubc88\\ud638\\ub97c \\uc7ac\\uc124\\uc815\\ud588\\ub2e4.\\n2.\\ub3c4\\uc5b4\\ub77d \\ubc30\\ud130\\ub9ac\\ub97c \\uad50\\uccb4\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.도어락 비밀번호를 재설정했다.']],['1'],7ed7c8a088bc8e2dfcc3ed6f339ba0ffeb4806f5e622f2d18bc69ff4af4d463c,28494fde156e0138c20aee4e968af4f2229258500e01c8b7cc68ab7362aa2e0a,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
18,"{'premise': '여성의 귀가 먹먹하다.', 'question': '원인', 'alternative_1': '여성은 노래를 아주 큰 소리로 들었다.', 'alternative_2': '여성은 노래를 불렀다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc5ec\\uc131\\uc758 \\uadc0\\uac00 \\uba39\\uba39\\ud558\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uc5ec\\uc131\\uc740 \\ub178\\ub798\\ub97c \\uc544\\uc8fc \\ud070 \\uc18c\\ub9ac\\ub85c \\ub4e4\\uc5c8\\ub2e4.\\n2.\\uc5ec\\uc131\\uc740 \\ub178\\ub798\\ub97c \\ubd88\\ub800\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.여성은 노래를 아주 큰 소리로 들었다.']],['1'],b6dbf81633dd888fe47b9e14dea0ad213542de7ecf3cfa15c5c34baf988fbcef,9b443e530fbd5b13666490c76a4b532417c337e8233252308dc8b904b8722371,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
19,"{'premise': '사냥꾼의 탄약이 떨어졌다.', 'question': '결과', 'alternative_1': '사냥꾼이 사슴을 겨냥했다.', 'alternative_2': '사냥꾼이 총을 재장전했다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc0ac\\ub0e5\\uafbc\\uc758 \\ud0c4\\uc57d\\uc774 \\ub5a8\\uc5b4\\uc84c\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\uc0ac\\ub0e5\\uafbc\\uc774 \\uc0ac\\uc2b4\\uc744 \\uaca8\\ub0e5\\ud588\\ub2e4.\\n2.\\uc0ac\\ub0e5\\uafbc\\uc774 \\ucd1d\\uc744 \\uc7ac\\uc7a5\\uc804\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.사냥꾼이 총을 재장전했다.']],['2'],23c5b5028a6c09b21ecf0e92891135416fc3a130195224fea139d6c4fa9fea74,556c733bf12766ede776775ae8e59439a92202e3f54d2f90cf6ac935c756aa3b,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
20,"{'premise': '사다리에서 떨어졌다.', 'question': '원인', 'alternative_1': '균형을 잡지 못했다.', 'alternative_2': '균형을 잘 잡았다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc0ac\\ub2e4\\ub9ac\\uc5d0\\uc11c \\ub5a8\\uc5b4\\uc84c\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uade0\\ud615\\uc744 \\uc7a1\\uc9c0 \\ubabb\\ud588\\ub2e4.\\n2.\\uade0\\ud615\\uc744 \\uc798 \\uc7a1\\uc558\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.균형을 잡지 못했다.']],['1'],4beb626cdbc1aadef5a4f3c6685e4ab17371220dd6fcd989c0180705ebef08f3,61a6ce6221c33d5410dd7921b85a8a24dff1369a7dcbf1dbad445bb737dd19e8,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
21,"{'premise': '소년은 오늘 송편을 먹었다.', 'question': '원인', 'alternative_1': '오늘은 추석이다.', 'alternative_2': '오늘은 정월대보름이다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc18c\\ub144\\uc740 \\uc624\\ub298 \\uc1a1\\ud3b8\\uc744 \\uba39\\uc5c8\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uc624\\ub298\\uc740 \\ucd94\\uc11d\\uc774\\ub2e4.\\n2.\\uc624\\ub298\\uc740 \\uc815\\uc6d4\\ub300\\ubcf4\\ub984\\uc774\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.오늘은 추석이다.']],['1'],04c83f72fda2f90062b937b41b2f3841ce2687653e74b442b1b996997c33a60b,b39293de333f9014d81ab121bea61eadc32bef4c928058d34a0c34299a3b7609,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
22,"{'premise': '아이가 풍선을 놓쳤다.', 'question': '결과', 'alternative_1': '풍선에 공기가 채워졌다.', 'alternative_2': '풍선이 하늘 위로 날아갔다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc544\\uc774\\uac00 \\ud48d\\uc120\\uc744 \\ub193\\ucce4\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ud48d\\uc120\\uc5d0 \\uacf5\\uae30\\uac00 \\ucc44\\uc6cc\\uc84c\\ub2e4.\\n2.\\ud48d\\uc120\\uc774 \\ud558\\ub298 \\uc704\\ub85c \\ub0a0\\uc544\\uac14\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.풍선이 하늘 위로 날아갔다.']],['2'],264cfbc4b776c72740f0ae9edb81712a30ed7722032061cf19c0f2f14e6a6aa3,c265d3b2b227df139919163ea13ad6af3f81cc9a95eaa98b31212312fd902223,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
23,"{'premise': '코감기에 걸렸다.', 'question': '결과', 'alternative_1': '눈물이 나왔다.', 'alternative_2': '기침이 났다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ucf54\\uac10\\uae30\\uc5d0 \\uac78\\ub838\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ub208\\ubb3c\\uc774 \\ub098\\uc654\\ub2e4.\\n2.\\uae30\\uce68\\uc774 \\ub0ac\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.기침이 났다.']],['2'],d35489ed32a5e961c88737b0214795265c6e41b8ffad5254dc4c6b1f62469042,a9c955db8ca30179d593f2241a0c750af152536f4fe08d4419f395348e001e1a,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
24,"{'premise': '병뚜껑이 잘 열리지 않았다.', 'question': '원인', 'alternative_1': '병뚜껑을 헐렁하게 닫았다.', 'alternative_2': '병뚜껑을 꽉 닫았다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ubcd1\\ub69c\\uaed1\\uc774 \\uc798 \\uc5f4\\ub9ac\\uc9c0 \\uc54a\\uc558\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ubcd1\\ub69c\\uaed1\\uc744 \\ud5d0\\ub801\\ud558\\uac8c \\ub2eb\\uc558\\ub2e4.\\n2.\\ubcd1\\ub69c\\uaed1\\uc744 \\uaf49 \\ub2eb\\uc558\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.병뚜껑을 꽉 닫았다.']],['2'],1c82189cf40198b9793e8eb61a86e0c671b8849143fdb54a7bdf6422628adb0f,fba7a368313d6373c350931a7915f44c994f63c3a31a9b4407b0750b052c4781,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
25,"{'premise': '손에 뜨거운 기름이 튀었다.', 'question': '결과', 'alternative_1': '발에 물집이 생겼다.', 'alternative_2': '손에 물집이 생겼다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc190\\uc5d0 \\ub728\\uac70\\uc6b4 \\uae30\\ub984\\uc774 \\ud280\\uc5c8\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ubc1c\\uc5d0 \\ubb3c\\uc9d1\\uc774 \\uc0dd\\uacbc\\ub2e4.\\n2.\\uc190\\uc5d0 \\ubb3c\\uc9d1\\uc774 \\uc0dd\\uacbc\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.손에 물집이 생겼다.']],['2'],6ea24e221d05f9dda058f45d965121a721219d611fc8b8f2cacf3189ee3fa14a,5e7e6d4a97312cffffb55a2e323021ecb8a1e863ccde69c841bc26d20c3bb7ff,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
